t com min rx ry rz
4.78 1.062641 -0.4383378 311.8174 0.01062963 359.9866
4.8 1.056989 -0.4399576 312.3563 0.01061296 359.9866
4.82 1.051631 -0.440608 312.9642 0.0105706 359.9866
4.84 1.046627 -0.4402142 313.6361 0.01050599 359.9867
4.86 1.042039 -0.4387131 314.3651 0.01042422 359.9868
4.88 1.037937 -0.4360602 315.1423 0.01033121 359.9868
4.9 1.034394 -0.4322312 315.957 0.0102338 359.9869
4.92 1.03149 -0.4272275 316.7966 0.01013902 359.987
4.94 1.029308 -0.4210775 317.6472 0.01004981 359.9871
4.96 1.027931 -0.4138412 318.4942 0.009969141 359.9872
4.98 1.027439 -0.4056094 319.3222 0.009899754 359.9872
5 1.027902 -0.396502 320.116 0.009844158 359.9873
